Triplet_Rule_ID,Antecedent_Items,Source_Features,Mechanism_Axis,Mechanism_Families,Mechanism_Family_N,Train_Hit_N,Train_Support,Train_Severe_N,Train_Confidence,Train_Lift,Parent_1_Items,Parent_1_Train_Lift,Parent_2_Items,Parent_2_Train_Lift,Parent_3_Items,Parent_3_Train_Lift,Best_Parent_2Item_Lift,Incremental_Lift_Over_Best_Parent,Incremental_Value_Flag,Governance_Scene,Governance_Interpretation_Template,Interpretation_Boundary,Antecedent_Display_CN,Antecedent_Display_EN,Resolved,Resolve_Trace,Test_N,Test_Base_Rate,Test_Hit_N,Test_Support,Test_Severe_N,Test_Confidence,Wilson_Lower,Wilson_Upper,Risk_Ratio_vs_BaseRate,p_value_enrichment,Has_Continuous_Threshold,q_value_BH,Does_Not_Modify_Primary_Rules
T10,VEH_意识到危险前的初始速度_V0___GT_50_0||路灯_STRABEL_0-无路灯||性别_GESCHL_3-男性,VEH_意识到危险前的初始速度_V0||路灯_STRABEL_0-无路灯||性别_GESCHL_3-男性,vulnerability_demographic_speed,bio|light|speed_v0,3,142,0.05525291828793774,123,0.8661971830985915,1.3203598817101898,VEH_意识到危险前的初始速度_V0___GT_50_0||路灯_STRABEL_0-无路灯,1.2741734343157831,VEH_意识到危险前的初始速度_V0___GT_50_0||性别_GESCHL_3-男性,1.182438852648235,路灯_STRABEL_0-无路灯||性别_GESCHL_3-男性,1.1653806668335382,1.2741734343157831,0.04618644739440669,incremental_lift,demographic speed-risk stratification,个体脆弱性—人口学/速度分层轴线，适合作为速度暴露下的人群分层风险线索，不应解释为体格机制。,Demographic speed-risk stratification signal; do not interpret sex or age strata as body-size mechanisms.,初始速度 > 50 km/h + 路灯_STRABEL_0-无路灯 + 男性,Initial speed > 50 km/h + 路灯_STRABEL_0-无路灯 + Male,True,VEH_意识到危险前的初始速度_V0___GT_50_0:threshold:>50.0:observed_source_value_required | 路灯_STRABEL_0-无路灯:exact_binary_column | 性别_GESCHL_3-男性:exact_binary_column,643,0.656298600311042,36,0.05598755832037325,28,0.7777777777777778,0.6191498017214091,0.882838070251604,1.185097419694576,0.08386846275125248,1,0.1198120896446464,1
T11,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||路灯_STRABEL_0-无路灯,VEH_意识到危险前的初始速度_V0||VEH_碰撞速度_VK||路灯_STRABEL_0-无路灯,speed_energy,light|speed_v0|speed_vk,3,165,0.06420233463035019,142,0.8606060606060606,1.3118372335454185,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0,1.1990061626594914,VEH_意识到危险前的初始速度_V0___GT_50_0||路灯_STRABEL_0-无路灯,1.2741734343157831,VEH_碰撞速度_VK___GT_50_0||路灯_STRABEL_0-无路灯,1.2823626880566383,1.2823626880566383,0.029474545488780146,incremental_lift,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",初始速度 > 50 km/h + 碰撞速度 > 50 km/h + 路灯_STRABEL_0-无路灯,Initial speed > 50 km/h + Impact speed > 50 km/h + 路灯_STRABEL_0-无路灯,True,VEH_意识到危险前的初始速度_V0___GT_50_0:threshold:>50.0:observed_source_value_required | VEH_碰撞速度_VK___GT_50_0:threshold:>50.0:observed_source_value_required | 路灯_STRABEL_0-无路灯:exact_binary_column,643,0.656298600311042,49,0.07620528771384137,39,0.7959183673469388,0.6636272988905616,0.885182729571862,1.2127381758390559,0.024774675275612022,1,0.055054833945804495,1
T12,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车宽_BREITE___GT_1800_0,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0||VEH_车宽_BREITE,vehicle_geometry_vulnerability,age|speed_v0|vehicle_size,3,84,0.03268482490272374,72,0.8571428571428571,1.306558210472801,FEATURE_Age_Over60||VEH_意识到危险前的初始速度_V0___GT_50_0,1.3096252485255542,FEATURE_Age_Over60||VEH_车宽_BREITE___GT_1800_0,1.2143943533025205,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_车宽_BREITE___GT_1800_0,1.1167745815210228,1.3096252485255542,-0.0030670380527531016,scene_context_only,vehicle geometry and vulnerability stratification,车辆几何—脆弱性分层轴线，适合作为车辆几何与VRU脆弱性共同出现的风险线索。,Vehicle geometry and vulnerability stratification signal; do not interpret demographic strata as body-size mechanisms.,年龄 > 60岁 + 初始速度 > 50 km/h + 车辆宽度 > 1800 mm,Age > 60 years + Initial speed > 50 km/h + Vehicle width > 1800 mm,True,FEATURE_Age_Over60:exact_binary_column | VEH_意识到危险前的初始速度_V0___GT_50_0:threshold:>50.0:observed_source_value_required | VEH_车宽_BREITE___GT_1800_0:threshold:>1800.0:observed_source_value_required,643,0.656298600311042,17,0.026438569206842923,15,0.8823529411764706,0.6566315750229009,0.967120919987079,1.3444382492333424,0.03670161432645975,1,0.05783900895274503,1
T13,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5,FEATURE_Age_Over60||VEH_碰撞速度_VK||VEH_碰撞时的总重_GEWGES,vehicle_mass_speed_energy,age|speed_vk|vehicle_mass,3,94,0.036575875486381325,80,0.851063829787234,1.29729184018576,FEATURE_Age_Over60||VEH_碰撞速度_VK___GT_50_0,1.3178998616053776,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5,1.2004701506480866,VEH_碰撞速度_VK___GT_50_0||VEH_碰撞时的总重_GEWGES___GT_1497_5,1.167862031207227,1.3178998616053776,-0.020608021419617595,scene_context_only,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",年龄 > 60岁 + 碰撞速度 > 50 km/h + 车辆总重 > 1497.5,Age > 60 years + Impact speed > 50 km/h + Vehicle total weight > 1497.5,True,FEATURE_Age_Over60:exact_binary_column | VEH_碰撞速度_VK___GT_50_0:threshold:>50.0:observed_source_value_required | VEH_碰撞时的总重_GEWGES___GT_1497_5:threshold:>1497.5:observed_source_value_required,643,0.656298600311042,20,0.03110419906687403,19,0.95,0.7638641064874331,0.9911187805671268,1.4475118483412321,0.0025219814907801704,1,0.012358145134056697,1
T14,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0||体重估计_GEWPG___GT_70_0,VEH_意识到危险前的初始速度_V0||VEH_碰撞速度_VK||体重估计_GEWPG,speed_energy,bio|speed_v0|speed_vk,3,73,0.02840466926070039,61,0.8356164383561644,1.2737451047303336,VEH_意识到危险前的初始速度_V0___GT_50_0||VEH_碰撞速度_VK___GT_50_0,1.1990061626594914,VEH_意识到危险前的初始速度_V0___GT_50_0||体重估计_GEWPG___GT_70_0,1.2232180777060175,VEH_碰撞速度_VK___GT_50_0||体重估计_GEWPG___GT_70_0,1.2194543297746145,1.2232180777060175,0.05052702702431611,incremental_lift,speed enforcement and conflict-speed management,速度-碰撞能量轴线，适合支持限速、速度执法、冲突区速度管理和碰撞速度降低策略。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",初始速度 > 50 km/h + 碰撞速度 > 50 km/h + 体重估计_GEWPG___GT_70_0,Initial speed > 50 km/h + Impact speed > 50 km/h + 体重估计_GEWPG___GT_70_0,True,VEH_意识到危险前的初始速度_V0___GT_50_0:threshold:>50.0:observed_source_value_required | VEH_碰撞速度_VK___GT_50_0:threshold:>50.0:observed_source_value_required | 体重估计_GEWPG___GT_70_0:threshold:>70.0:observed_source_value_required,643,0.656298600311042,11,0.017107309486780714,8,0.7272727272727273,0.4343497069897537,0.9025411942607853,1.1081430417923308,0.44314178872728394,1,0.4664650407655621,1
T15,VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路||VEH_车高_HOEHE___GT_1495_0,VEH_碰撞速度_VK||公路分类_STRKL_1-公路以外的其他道路||VEH_车高_HOEHE,road_speed_environment,road_type|speed_vk|vehicle_size,3,105,0.04085603112840467,87,0.8285714285714286,1.263006270123708,VEH_碰撞速度_VK___GT_50_0||公路分类_STRKL_1-公路以外的其他道路,1.1623794125134739,VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0,1.1739706501358436,公路分类_STRKL_1-公路以外的其他道路||VEH_车高_HOEHE___GT_1495_0,0.916650636401526,1.1739706501358436,0.08903561998786436,incremental_lift,"road-space, intersection, and lane organization governance",道路环境-速度轴线，适合支持普通路段、交叉口/路段过渡区、车道组织和VRU通行空间治理。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",碰撞速度 > 50 km/h + 公路分类_STRKL_1-公路以外的其他道路 + 车辆高度 > 1495 mm,Impact speed > 50 km/h + 公路分类_STRKL_1-公路以外的其他道路 + Vehicle height > 1495 mm,True,VEH_碰撞速度_VK___GT_50_0:threshold:>50.0:observed_source_value_required | 公路分类_STRKL_1-公路以外的其他道路:exact_binary_column | VEH_车高_HOEHE___GT_1495_0:threshold:>1495.0:observed_source_value_required,643,0.656298600311042,18,0.027993779160186624,12,0.6666666666666666,0.4374906934425036,0.8372144563633714,1.0157977883096365,0.571647335467961,1,0.571647335467961,1
T16,FEATURE_Age_Over60||路灯_STRABEL_0-无路灯||VEH_碰撞时的总重_GEWGES___GT_1497_5,FEATURE_Age_Over60||路灯_STRABEL_0-无路灯||VEH_碰撞时的总重_GEWGES,vehicle_mass_speed_energy,age|light|vehicle_mass,3,63,0.0245136186770428,52,0.8253968253968254,1.2581671656404751,FEATURE_Age_Over60||路灯_STRABEL_0-无路灯,1.271947396950343,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5,1.2004701506480866,路灯_STRABEL_0-无路灯||VEH_碰撞时的总重_GEWGES___GT_1497_5,1.1412005759922863,1.271947396950343,-0.01378023130986783,scene_context_only,vehicle mass-speed energy audit signal,车辆总重—速度能量轴线，适合作为车辆质量/惯性与速度共同作用下的审计级治理线索。,"Vehicle mass-speed energy axis; use as an audit-level signal for vehicle mass/inertia combined with speed exposure, not as crash configuration governance.",年龄 > 60岁 + 路灯_STRABEL_0-无路灯 + 车辆总重 > 1497.5,Age > 60 years + 路灯_STRABEL_0-无路灯 + Vehicle total weight > 1497.5,True,FEATURE_Age_Over60:exact_binary_column | 路灯_STRABEL_0-无路灯:exact_binary_column | VEH_碰撞时的总重_GEWGES___GT_1497_5:threshold:>1497.5:observed_source_value_required,643,0.656298600311042,13,0.02021772939346812,11,0.8461538461538461,0.5776482949136899,0.9567427368172621,1.2892818082391542,0.12237846618927822,1,0.16317128825237096,1
T17,FEATURE_Age_Over60||性别_GESCHL_3-男性||VEH_碰撞时的总重_GEWGES___GT_1497_5,FEATURE_Age_Over60||性别_GESCHL_3-男性||VEH_碰撞时的总重_GEWGES,vulnerability_demographic,age|bio|vehicle_mass,3,219,0.08521400778210117,179,0.817351598173516,1.2459036816761186,FEATURE_Age_Over60||性别_GESCHL_3-男性,1.2447486881433019,FEATURE_Age_Over60||VEH_碰撞时的总重_GEWGES___GT_1497_5,1.2004701506480866,性别_GESCHL_3-男性||VEH_碰撞时的总重_GEWGES___GT_1497_5,1.0096595784329676,1.2447486881433019,0.0011549935328167837,incremental_lift,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,年龄 > 60岁 + 男性 + 车辆总重 > 1497.5,Age > 60 years + Male + Vehicle total weight > 1497.5,True,FEATURE_Age_Over60:exact_binary_column | 性别_GESCHL_3-男性:exact_binary_column | VEH_碰撞时的总重_GEWGES___GT_1497_5:threshold:>1497.5:observed_source_value_required,643,0.656298600311042,52,0.08087091757387248,42,0.8076923076923077,0.6810087893080524,0.8920406935147892,1.2306780896828289,0.012864286428428632,1,0.03216071607107158,1
T18,VEH_碰撞速度_VK___GT_50_0||体重估计_GEWPG___GT_70_0||性别_GESCHL_3-男性,VEH_碰撞速度_VK||体重估计_GEWPG||性别_GESCHL_3-男性,vulnerability_body,bio|speed_vk,2,75,0.029182879377431907,61,0.8133333333333334,1.2397785686041913,VEH_碰撞速度_VK___GT_50_0||体重估计_GEWPG___GT_70_0,1.2194543297746145,VEH_碰撞速度_VK___GT_50_0||性别_GESCHL_3-男性,1.2060216431918482,体重估计_GEWPG___GT_70_0||性别_GESCHL_3-男性,1.046210817980066,1.2194543297746145,0.02032423882957679,incremental_lift,injury susceptibility stratification,个体脆弱性-体格轴线，适合作为伤害易感性分层线索，不应解释为可直接干预因果因素。,"Train-only mechanism label; vulnerability/body-size patterns are stratification signals, not directly intervenable causal factors.",碰撞速度 > 50 km/h + 体重估计_GEWPG___GT_70_0 + 男性,Impact speed > 50 km/h + 体重估计_GEWPG___GT_70_0 + Male,True,VEH_碰撞速度_VK___GT_50_0:threshold:>50.0:observed_source_value_required | 体重估计_GEWPG___GT_70_0:threshold:>70.0:observed_source_value_required | 性别_GESCHL_3-男性:exact_binary_column,643,0.656298600311042,11,0.017107309486780714,8,0.7272727272727273,0.4343497069897537,0.9025411942607853,1.1081430417923308,0.44314178872728394,1,0.4664650407655621,1
T19,FEATURE_Age_Over60||性别_GESCHL_3-男性||VEH_碰撞前的制动距离_WEGV___GT_0_5,FEATURE_Age_Over60||性别_GESCHL_3-男性||VEH_碰撞前的制动距离_WEGV,vulnerability_demographic,age|bio|crash_type,3,222,0.08638132295719844,179,0.8063063063063063,1.2290671454372522,FEATURE_Age_Over60||性别_GESCHL_3-男性,1.2447486881433019,FEATURE_Age_Over60||VEH_碰撞前的制动距离_WEGV___GT_0_5,1.1965076085154147,性别_GESCHL_3-男性||VEH_碰撞前的制动距离_WEGV___GT_0_5,1.009903628072374,1.2447486881433019,-0.01568154270604971,scene_context_only,individual demographic risk stratification,个体脆弱性—人口学分层轴线，适合作为年龄/性别等人群分层下的风险识别线索，不应解释为体格或可直接干预因素。,Individual vulnerability–demographic stratification axis; use as a demographic risk-stratification cue rather than a directly intervenable body-size mechanism.,年龄 > 60岁 + 男性 + VEH_碰撞前的制动距离_WEGV___GT_0_5,Age > 60 years + Male + VEH_碰撞前的制动距离_WEGV___GT_0_5,True,FEATURE_Age_Over60:exact_binary_column | 性别_GESCHL_3-男性:exact_binary_column | VEH_碰撞前的制动距离_WEGV___GT_0_5:threshold:>0.5:observed_source_value_required,643,0.656298600311042,57,0.08864696734059098,48,0.8421052631578947,0.726365780957114,0.9146430025068315,1.2831129957595409,0.001495416357033291,1,0.009969442380221941,1
T20,VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0||VEH_碰撞前的制动距离_WEGV___GT_0_5,VEH_碰撞速度_VK||VEH_车高_HOEHE||VEH_碰撞前的制动距离_WEGV,vehicle_geometry_interaction,crash_type|speed_vk|vehicle_size,3,111,0.04319066147859922,89,0.8018018018018018,1.2222008485353681,VEH_碰撞速度_VK___GT_50_0||VEH_车高_HOEHE___GT_1495_0,1.1739706501358436,VEH_碰撞速度_VK___GT_50_0||VEH_碰撞前的制动距离_WEGV___GT_0_5,1.1707143839920868,VEH_车高_HOEHE___GT_1495_0||VEH_碰撞前的制动距离_WEGV___GT_0_5,0.9460315587800301,1.1739706501358436,0.04823019839952458,incremental_lift,"vehicle geometry, blind-zone, and VRU protection design",车辆几何-VRU交互轴线，适合支持车辆前端几何、盲区、车辆类型和VRU保护设计讨论。,"Train-only mechanism label; interpret only together with fixed rule thresholds, blind replay results, and evidence tier.",碰撞速度 > 50 km/h + 车辆高度 > 1495 mm + VEH_碰撞前的制动距离_WEGV___GT_0_5,Impact speed > 50 km/h + Vehicle height > 1495 mm + VEH_碰撞前的制动距离_WEGV___GT_0_5,True,VEH_碰撞速度_VK___GT_50_0:threshold:>50.0:observed_source_value_required | VEH_车高_HOEHE___GT_1495_0:threshold:>1495.0:observed_source_value_required | VEH_碰撞前的制动距离_WEGV___GT_0_5:threshold:>0.5:observed_source_value_required,643,0.656298600311042,28,0.04354587869362364,21,0.75,0.566439747592954,0.8732366505779922,1.1427725118483412,0.20097693984688095,1,0.2512211748086012,1
